command,mean,stddev,median,user,system,min,max
perbase base-depth mate-fix 30X,2635.331883272174,13.22454463012654,2641.31769288284,27017.488739639997,570.3133296333333,2620.17278994484,2644.5051669888403
sambamba depth base mate-fix 30X,6096.275284496173,16.315414738601884,6087.26936298284,7001.254943973334,2286.381248633333,6086.44776056584,6115.1087299398405
